class_id,dir,start_frame,end_frame
19,"('eN8umEok9U8_00058',)",0,115
19,"('eN8umEok9U8_00059',)",0,54
36,"('eN8umEok9U8_00060',)",0,172
36,"('eN8umEok9U8_00061',)",0,187
46,"('eN8umEok9U8_00062',)",0,121
46,"('eN8umEok9U8_00063',)",0,168
46,"('eN8umEok9U8_00064',)",0,206
46,"('eN8umEok9U8_00065',)",0,257
15,"('eN8umEok9U8_00066',)",0,119
15,"('eN8umEok9U8_00067',)",0,79
32,"('eN8umEok9U8_00068',)",0,86
32,"('eN8umEok9U8_00069',)",0,89
36,"('eN8umEok9U8_00070',)",0,68
36,"('eN8umEok9U8_00071',)",0,110
15,"('eN8umEok9U8_00072',)",0,187
15,"('eN8umEok9U8_00073',)",0,104
15,"('eN8umEok9U8_00074',)",0,99
15,"('eN8umEok9U8_00075',)",0,133
36,"('eN8umEok9U8_00076',)",0,114
36,"('eN8umEok9U8_00077',)",0,135
36,"('eN8umEok9U8_00078',)",0,72
36,"('eN8umEok9U8_00079',)",0,99
19,"('eN8umEok9U8_00080',)",0,142
19,"('eN8umEok9U8_00081',)",0,155
16,"('eN8umEok9U8_00082',)",0,76
16,"('eN8umEok9U8_00083',)",0,109
36,"('eN8umEok9U8_00084',)",0,78
36,"('eN8umEok9U8_00085',)",0,92
7,"('eN8umEok9U8_00086',)",0,203
7,"('eN8umEok9U8_00087',)",0,136
27,"('eN8umEok9U8_00088',)",0,74
27,"('eN8umEok9U8_00089',)",0,141
0,"('eN8umEok9U8_00090',)",0,73
0,"('eN8umEok9U8_00091',)",0,120
34,"('eN8umEok9U8_00092',)",0,31
34,"('eN8umEok9U8_00093',)",0,66
31,"('eN8umEok9U8_00094',)",0,97
31,"('eN8umEok9U8_00095',)",0,108
31,"('eN8umEok9U8_00096',)",0,70
31,"('eN8umEok9U8_00097',)",0,104
0,"('eN8umEok9U8_00098',)",0,181
0,"('eN8umEok9U8_00099',)",0,172
15,"('eN8umEok9U8_00100',)",0,103
15,"('eN8umEok9U8_00101',)",0,148
15,"('eN8umEok9U8_00102',)",0,65
15,"('eN8umEok9U8_00103',)",0,129
31,"('eN8umEok9U8_00104',)",0,158
31,"('eN8umEok9U8_00105',)",0,98
34,"('eN8umEok9U8_00106',)",0,83
34,"('eN8umEok9U8_00107',)",0,164
46,"('eN8umEok9U8_00108',)",0,98
46,"('eN8umEok9U8_00109',)",0,95
8,"('eN8umEok9U8_00110',)",0,92
8,"('eN8umEok9U8_00111',)",0,192
24,"('eN8umEok9U8_00112',)",0,79
24,"('eN8umEok9U8_00113',)",0,79
31,"('eN8umEok9U8_00114',)",0,59
31,"('eN8umEok9U8_00115',)",0,103
31,"('eN8umEok9U8_00116',)",0,92
31,"('eN8umEok9U8_00117',)",0,143
25,"('eN8umEok9U8_00118',)",0,65
25,"('eN8umEok9U8_00119',)",0,83
31,"('eN8umEok9U8_00120',)",0,68
31,"('eN8umEok9U8_00121',)",0,111
4,"('eN8umEok9U8_00122',)",0,60
4,"('eN8umEok9U8_00123',)",0,88
31,"('eN8umEok9U8_00124',)",0,45
31,"('eN8umEok9U8_00125',)",0,31
31,"('eN8umEok9U8_00126',)",0,81
31,"('eN8umEok9U8_00127',)",0,28
44,"('eN8umEok9U8_00128',)",0,87
44,"('eN8umEok9U8_00129',)",0,128
34,"('eN8umEok9U8_00130',)",0,68
34,"('eN8umEok9U8_00131',)",0,94
8,"('eN8umEok9U8_00132',)",0,59
8,"('eN8umEok9U8_00133',)",0,107
24,"('eN8umEok9U8_00134',)",0,71
24,"('eN8umEok9U8_00135',)",0,114
17,"('eN8umEok9U8_00136',)",0,51
17,"('eN8umEok9U8_00137',)",0,74
24,"('eN8umEok9U8_00138',)",0,127
24,"('eN8umEok9U8_00139',)",0,123
34,"('eN8umEok9U8_00140',)",0,91
34,"('eN8umEok9U8_00141',)",0,114
34,"('eN8umEok9U8_00142',)",0,68
34,"('eN8umEok9U8_00143',)",0,103
0,"('eN8umEok9U8_00144',)",0,115
0,"('eN8umEok9U8_00145',)",0,180
0,"('eN8umEok9U8_00146',)",0,87
0,"('eN8umEok9U8_00147',)",0,117
24,"('eN8umEok9U8_00148',)",0,161
24,"('eN8umEok9U8_00149',)",0,141
27,"('eN8umEok9U8_00150',)",0,79
27,"('eN8umEok9U8_00151',)",0,30
27,"('eN8umEok9U8_00152',)",0,53
25,"('eN8umEok9U8_00153',)",0,123
25,"('eN8umEok9U8_00154',)",0,99
18,"('eN8umEok9U8_00155',)",0,162
18,"('eN8umEok9U8_00156',)",0,170
32,"('eN8umEok9U8_00157',)",0,60
32,"('eN8umEok9U8_00158',)",0,71
0,"('eN8umEok9U8_00159',)",0,61
0,"('eN8umEok9U8_00160',)",0,95
24,"('eN8umEok9U8_00161',)",0,109
24,"('eN8umEok9U8_00162',)",0,121
3,"('eN8umEok9U8_00163',)",0,106
3,"('eN8umEok9U8_00164',)",0,167
4,"('eN8umEok9U8_00165',)",0,133
4,"('eN8umEok9U8_00166',)",0,80
24,"('eN8umEok9U8_00167',)",0,141
24,"('eN8umEok9U8_00168',)",0,119
32,"('eN8umEok9U8_00169',)",0,130
32,"('eN8umEok9U8_00170',)",0,137
46,"('eN8umEok9U8_00171',)",0,106
46,"('eN8umEok9U8_00172',)",0,129
21,"('eN8umEok9U8_00173',)",0,110
21,"('eN8umEok9U8_00174',)",0,160
8,"('eN8umEok9U8_00175',)",0,83
8,"('eN8umEok9U8_00176',)",0,118
44,"('eN8umEok9U8_00177',)",0,137
44,"('eN8umEok9U8_00178',)",0,133
31,"('eN8umEok9U8_00179',)",0,81
31,"('eN8umEok9U8_00180',)",0,147
21,"('eN8umEok9U8_00181',)",0,102
21,"('eN8umEok9U8_00182',)",0,107
24,"('eN8umEok9U8_00183',)",0,154
24,"('eN8umEok9U8_00184',)",0,127
24,"('eN8umEok9U8_00185',)",0,46
44,"('eN8umEok9U8_00186',)",0,56
44,"('eN8umEok9U8_00187',)",0,52
8,"('eN8umEok9U8_00188',)",0,59
8,"('eN8umEok9U8_00189',)",0,83
34,"('eN8umEok9U8_00190',)",0,85
34,"('eN8umEok9U8_00191',)",0,129
7,"('eN8umEok9U8_00192',)",0,96
7,"('eN8umEok9U8_00193',)",0,124
0,"('eN8umEok9U8_00194',)",0,176
0,"('eN8umEok9U8_00195',)",0,78
8,"('eN8umEok9U8_00196',)",0,96
8,"('eN8umEok9U8_00197',)",0,108
24,"('eN8umEok9U8_00198',)",0,75
24,"('eN8umEok9U8_00199',)",0,114
4,"('eN8umEok9U8_00200',)",0,195
4,"('eN8umEok9U8_00201',)",0,127
24,"('eN8umEok9U8_00202',)",0,104
24,"('eN8umEok9U8_00203',)",0,167
34,"('eN8umEok9U8_00204',)",0,113
34,"('eN8umEok9U8_00205',)",0,139
0,"('eN8umEok9U8_00206',)",0,74
0,"('eN8umEok9U8_00207',)",0,106
0,"('eN8umEok9U8_00208',)",0,141
0,"('eN8umEok9U8_00209',)",0,158
19,"('5V-dKBtmKLI_00000',)",0,151
19,"('5V-dKBtmKLI_00001',)",0,196
36,"('5V-dKBtmKLI_00002',)",0,173
36,"('5V-dKBtmKLI_00003',)",0,158
36,"('5V-dKBtmKLI_00004',)",0,75
36,"('5V-dKBtmKLI_00005',)",0,168
36,"('5V-dKBtmKLI_00006',)",0,68
36,"('5V-dKBtmKLI_00007',)",0,160
19,"('5V-dKBtmKLI_00008',)",0,52
19,"('5V-dKBtmKLI_00009',)",0,105
19,"('5V-dKBtmKLI_00010',)",0,46
19,"('5V-dKBtmKLI_00011',)",0,136
29,"('5V-dKBtmKLI_00012',)",0,122
29,"('5V-dKBtmKLI_00013',)",0,97
46,"('5V-dKBtmKLI_00014',)",0,59
46,"('5V-dKBtmKLI_00015',)",0,176
46,"('5V-dKBtmKLI_00016',)",0,184
46,"('5V-dKBtmKLI_00017',)",0,198
0,"('5V-dKBtmKLI_00018',)",0,55
0,"('5V-dKBtmKLI_00019',)",0,75
15,"('5V-dKBtmKLI_00020',)",0,87
15,"('5V-dKBtmKLI_00021',)",0,187
36,"('5V-dKBtmKLI_00022',)",0,189
36,"('5V-dKBtmKLI_00023',)",0,167
15,"('5V-dKBtmKLI_00024',)",0,400
15,"('5V-dKBtmKLI_00025',)",0,193
36,"('5V-dKBtmKLI_00026',)",0,65
36,"('5V-dKBtmKLI_00027',)",0,152
36,"('5V-dKBtmKLI_00028',)",0,124
36,"('5V-dKBtmKLI_00029',)",0,100
36,"('5V-dKBtmKLI_00030',)",0,53
36,"('5V-dKBtmKLI_00031',)",0,186
35,"('5V-dKBtmKLI_00032',)",0,45
35,"('5V-dKBtmKLI_00033',)",0,135
28,"('5V-dKBtmKLI_00034',)",0,84
28,"('5V-dKBtmKLI_00035',)",0,196
5,"('5V-dKBtmKLI_00036',)",0,59
5,"('5V-dKBtmKLI_00037',)",0,92
35,"('5V-dKBtmKLI_00038',)",0,174
35,"('5V-dKBtmKLI_00039',)",0,122
45,"('5V-dKBtmKLI_00040',)",0,54
45,"('5V-dKBtmKLI_00041',)",0,89
28,"('5V-dKBtmKLI_00042',)",0,100
28,"('5V-dKBtmKLI_00043',)",0,215
12,"('5V-dKBtmKLI_00044',)",0,62
12,"('5V-dKBtmKLI_00045',)",0,174
12,"('5V-dKBtmKLI_00046',)",0,209
12,"('5V-dKBtmKLI_00047',)",0,150
12,"('5V-dKBtmKLI_00048',)",0,104
12,"('5V-dKBtmKLI_00049',)",0,190
11,"('5V-dKBtmKLI_00050',)",0,163
11,"('5V-dKBtmKLI_00051',)",0,153
28,"('5V-dKBtmKLI_00052',)",0,112
28,"('5V-dKBtmKLI_00053',)",0,215
11,"('5V-dKBtmKLI_00054',)",0,158
11,"('5V-dKBtmKLI_00055',)",0,159
11,"('5V-dKBtmKLI_00056',)",0,184
11,"('5V-dKBtmKLI_00057',)",0,190
21,"('5V-dKBtmKLI_00058',)",0,105
21,"('5V-dKBtmKLI_00059',)",0,193
45,"('5V-dKBtmKLI_00060',)",0,52
45,"('5V-dKBtmKLI_00061',)",0,135
45,"('5V-dKBtmKLI_00062',)",0,84
45,"('5V-dKBtmKLI_00063',)",0,146
45,"('5V-dKBtmKLI_00064',)",0,42
45,"('5V-dKBtmKLI_00065',)",0,130
6,"('5V-dKBtmKLI_00066',)",0,56
6,"('5V-dKBtmKLI_00067',)",0,75
6,"('5V-dKBtmKLI_00068',)",0,180
6,"('5V-dKBtmKLI_00069',)",0,217
6,"('5V-dKBtmKLI_00070',)",0,60
6,"('5V-dKBtmKLI_00071',)",0,213
26,"('5V-dKBtmKLI_00072',)",0,55
26,"('5V-dKBtmKLI_00073',)",0,143
29,"('5V-dKBtmKLI_00074',)",0,84
29,"('5V-dKBtmKLI_00075',)",0,115
23,"('5V-dKBtmKLI_00076',)",0,46
23,"('5V-dKBtmKLI_00077',)",0,138
6,"('5V-dKBtmKLI_00078',)",0,58
6,"('5V-dKBtmKLI_00079',)",0,111
45,"('5V-dKBtmKLI_00080',)",0,189
45,"('5V-dKBtmKLI_00081',)",0,184
28,"('5V-dKBtmKLI_00082',)",0,49
28,"('5V-dKBtmKLI_00083',)",0,126
28,"('5V-dKBtmKLI_00084',)",0,84
0,"('5V-dKBtmKLI_00085',)",0,80
0,"('5V-dKBtmKLI_00086',)",0,89
15,"('5V-dKBtmKLI_00087',)",0,63
15,"('5V-dKBtmKLI_00088',)",0,186
36,"('5V-dKBtmKLI_00089',)",0,129
36,"('5V-dKBtmKLI_00090',)",0,206
15,"('5V-dKBtmKLI_00091',)",0,214
15,"('5V-dKBtmKLI_00092',)",0,208
36,"('5V-dKBtmKLI_00093',)",0,251
36,"('5V-dKBtmKLI_00094',)",0,189
36,"('5V-dKBtmKLI_00095',)",0,366
36,"('5V-dKBtmKLI_00096',)",0,27
36,"('5V-dKBtmKLI_00097',)",0,98
28,"('5V-dKBtmKLI_00098',)",0,83
28,"('5V-dKBtmKLI_00099',)",0,181
12,"('5V-dKBtmKLI_00100',)",0,59
12,"('5V-dKBtmKLI_00101',)",0,170
12,"('5V-dKBtmKLI_00102',)",0,87
12,"('5V-dKBtmKLI_00103',)",0,205
12,"('5V-dKBtmKLI_00104',)",0,308
12,"('5V-dKBtmKLI_00105',)",0,186
11,"('5V-dKBtmKLI_00106',)",0,173
11,"('5V-dKBtmKLI_00107',)",0,396
11,"('5V-dKBtmKLI_00108',)",0,36
19,"('5V-dKBtmKLI_00109',)",0,199
19,"('5V-dKBtmKLI_00110',)",0,181
36,"('5V-dKBtmKLI_00111',)",0,114
36,"('5V-dKBtmKLI_00112',)",0,140
36,"('5V-dKBtmKLI_00113',)",0,48
36,"('5V-dKBtmKLI_00114',)",0,161
19,"('5V-dKBtmKLI_00115',)",0,60
19,"('5V-dKBtmKLI_00116',)",0,136
19,"('5V-dKBtmKLI_00117',)",0,125
19,"('5V-dKBtmKLI_00118',)",0,177
29,"('5V-dKBtmKLI_00119',)",0,70
29,"('5V-dKBtmKLI_00120',)",0,109
46,"('5V-dKBtmKLI_00121',)",0,54
46,"('5V-dKBtmKLI_00122',)",0,107
46,"('5V-dKBtmKLI_00123',)",0,62
46,"('5V-dKBtmKLI_00124',)",0,165
46,"('5V-dKBtmKLI_00125',)",0,63
46,"('5V-dKBtmKLI_00126',)",0,164
35,"('5V-dKBtmKLI_00127',)",0,67
35,"('5V-dKBtmKLI_00128',)",0,201
28,"('5V-dKBtmKLI_00129',)",0,110
28,"('5V-dKBtmKLI_00130',)",0,164
5,"('5V-dKBtmKLI_00131',)",0,114
5,"('5V-dKBtmKLI_00132',)",0,193
35,"('5V-dKBtmKLI_00133',)",0,68
35,"('5V-dKBtmKLI_00134',)",0,108
35,"('5V-dKBtmKLI_00135',)",0,47
8,"('iv0Gu1VXAgc_00000',)",0,93
8,"('iv0Gu1VXAgc_00001',)",0,126
8,"('iv0Gu1VXAgc_00002',)",0,162
21,"('iv0Gu1VXAgc_00003',)",0,111
21,"('iv0Gu1VXAgc_00004',)",0,119
21,"('iv0Gu1VXAgc_00005',)",0,167
2,"('iv0Gu1VXAgc_00006',)",0,61
2,"('iv0Gu1VXAgc_00007',)",0,151
2,"('iv0Gu1VXAgc_00008',)",0,80
33,"('iv0Gu1VXAgc_00009',)",0,119
33,"('iv0Gu1VXAgc_00010',)",0,126
33,"('iv0Gu1VXAgc_00011',)",0,90
21,"('iv0Gu1VXAgc_00012',)",0,123
21,"('iv0Gu1VXAgc_00013',)",0,120
21,"('iv0Gu1VXAgc_00014',)",0,187
24,"('iv0Gu1VXAgc_00015',)",0,155
24,"('iv0Gu1VXAgc_00016',)",0,135
24,"('iv0Gu1VXAgc_00017',)",0,171
34,"('iv0Gu1VXAgc_00018',)",0,162
34,"('iv0Gu1VXAgc_00019',)",0,131
34,"('iv0Gu1VXAgc_00020',)",0,160
33,"('iv0Gu1VXAgc_00021',)",0,89
33,"('iv0Gu1VXAgc_00022',)",0,181
33,"('iv0Gu1VXAgc_00023',)",0,114
7,"('iv0Gu1VXAgc_00024',)",0,50
7,"('iv0Gu1VXAgc_00025',)",0,92
7,"('iv0Gu1VXAgc_00026',)",0,112
24,"('iv0Gu1VXAgc_00027',)",0,97
24,"('iv0Gu1VXAgc_00028',)",0,101
24,"('iv0Gu1VXAgc_00029',)",0,177
33,"('iv0Gu1VXAgc_00030',)",0,89
33,"('iv0Gu1VXAgc_00031',)",0,116
33,"('iv0Gu1VXAgc_00032',)",0,98
27,"('iv0Gu1VXAgc_00033',)",0,70
27,"('iv0Gu1VXAgc_00034',)",0,107
27,"('iv0Gu1VXAgc_00035',)",0,143
33,"('iv0Gu1VXAgc_00036',)",0,194
33,"('iv0Gu1VXAgc_00037',)",0,172
33,"('iv0Gu1VXAgc_00038',)",0,89
8,"('iv0Gu1VXAgc_00039',)",0,96
8,"('iv0Gu1VXAgc_00040',)",0,107
8,"('iv0Gu1VXAgc_00041',)",0,146
21,"('iv0Gu1VXAgc_00042',)",0,161
21,"('iv0Gu1VXAgc_00043',)",0,102
21,"('iv0Gu1VXAgc_00044',)",0,155
7,"('iv0Gu1VXAgc_00045',)",0,63
7,"('iv0Gu1VXAgc_00046',)",0,85
7,"('iv0Gu1VXAgc_00047',)",0,122
34,"('iv0Gu1VXAgc_00048',)",0,74
34,"('iv0Gu1VXAgc_00049',)",0,97
34,"('iv0Gu1VXAgc_00050',)",0,161
8,"('iv0Gu1VXAgc_00051',)",0,220
8,"('iv0Gu1VXAgc_00052',)",0,101
8,"('iv0Gu1VXAgc_00053',)",0,145
27,"('iv0Gu1VXAgc_00054',)",0,65
27,"('iv0Gu1VXAgc_00055',)",0,96
27,"('iv0Gu1VXAgc_00056',)",0,163
24,"('iv0Gu1VXAgc_00057',)",0,78
24,"('iv0Gu1VXAgc_00058',)",0,97
24,"('iv0Gu1VXAgc_00059',)",0,153
21,"('iv0Gu1VXAgc_00060',)",0,117
21,"('iv0Gu1VXAgc_00061',)",0,103
21,"('iv0Gu1VXAgc_00062',)",0,174
21,"('iv0Gu1VXAgc_00063',)",0,112
21,"('iv0Gu1VXAgc_00064',)",0,134
21,"('iv0Gu1VXAgc_00065',)",0,186
43,"('iv0Gu1VXAgc_00066',)",0,146
43,"('iv0Gu1VXAgc_00067',)",0,111
43,"('iv0Gu1VXAgc_00068',)",0,182
24,"('iv0Gu1VXAgc_00069',)",0,95
24,"('iv0Gu1VXAgc_00070',)",0,120
24,"('iv0Gu1VXAgc_00071',)",0,81
24,"('iv0Gu1VXAgc_00072',)",0,108
24,"('iv0Gu1VXAgc_00073',)",0,40
24,"('iv0Gu1VXAgc_00074',)",0,142
24,"('iv0Gu1VXAgc_00075',)",0,129
43,"('iv0Gu1VXAgc_00076',)",0,49
43,"('iv0Gu1VXAgc_00077',)",0,33
43,"('iv0Gu1VXAgc_00078',)",0,53
43,"('iv0Gu1VXAgc_00079',)",0,55
34,"('iv0Gu1VXAgc_00080',)",0,50
34,"('iv0Gu1VXAgc_00081',)",0,29
34,"('iv0Gu1VXAgc_00082',)",0,76
34,"('iv0Gu1VXAgc_00083',)",0,115
7,"('iv0Gu1VXAgc_00084',)",0,48
7,"('iv0Gu1VXAgc_00085',)",0,77
7,"('iv0Gu1VXAgc_00086',)",0,116
34,"('iv0Gu1VXAgc_00087',)",0,144
34,"('iv0Gu1VXAgc_00088',)",0,119
34,"('iv0Gu1VXAgc_00089',)",0,149
44,"('iv0Gu1VXAgc_00090',)",0,86
44,"('iv0Gu1VXAgc_00091',)",0,92
44,"('iv0Gu1VXAgc_00092',)",0,168
34,"('iv0Gu1VXAgc_00093',)",0,375
34,"('iv0Gu1VXAgc_00094',)",0,57
34,"('iv0Gu1VXAgc_00095',)",0,134
34,"('iv0Gu1VXAgc_00096',)",0,69
44,"('iv0Gu1VXAgc_00097',)",0,73
44,"('iv0Gu1VXAgc_00098',)",0,79
44,"('iv0Gu1VXAgc_00099',)",0,146
43,"('iv0Gu1VXAgc_00100',)",0,65
43,"('iv0Gu1VXAgc_00101',)",0,87
43,"('iv0Gu1VXAgc_00102',)",0,168
43,"('iv0Gu1VXAgc_00103',)",0,105
43,"('iv0Gu1VXAgc_00104',)",0,113
43,"('iv0Gu1VXAgc_00105',)",0,176
21,"('iv0Gu1VXAgc_00106',)",0,112
21,"('iv0Gu1VXAgc_00107',)",0,176
21,"('iv0Gu1VXAgc_00108',)",0,101
26,"('iv0Gu1VXAgc_00109',)",0,101
26,"('iv0Gu1VXAgc_00110',)",0,97
26,"('iv0Gu1VXAgc_00111',)",0,161
17,"('iv0Gu1VXAgc_00112',)",0,115
17,"('iv0Gu1VXAgc_00113',)",0,108
17,"('iv0Gu1VXAgc_00114',)",0,164
26,"('iv0Gu1VXAgc_00115',)",0,128
26,"('iv0Gu1VXAgc_00116',)",0,111
26,"('iv0Gu1VXAgc_00117',)",0,171
27,"('iv0Gu1VXAgc_00118',)",0,70
27,"('iv0Gu1VXAgc_00119',)",0,91
27,"('iv0Gu1VXAgc_00120',)",0,129
43,"('iv0Gu1VXAgc_00121',)",0,87
43,"('iv0Gu1VXAgc_00122',)",0,81
43,"('iv0Gu1VXAgc_00123',)",0,158
26,"('iv0Gu1VXAgc_00124',)",0,143
26,"('iv0Gu1VXAgc_00125',)",0,118
26,"('iv0Gu1VXAgc_00126',)",0,177
8,"('iv0Gu1VXAgc_00127',)",0,55
8,"('iv0Gu1VXAgc_00128',)",0,96
8,"('iv0Gu1VXAgc_00129',)",0,135
1,"('iv0Gu1VXAgc_00130',)",0,75
1,"('iv0Gu1VXAgc_00131',)",0,86
1,"('iv0Gu1VXAgc_00132',)",0,156
21,"('iv0Gu1VXAgc_00133',)",0,164
21,"('iv0Gu1VXAgc_00134',)",0,118
21,"('iv0Gu1VXAgc_00135',)",0,203
21,"('iv0Gu1VXAgc_00136',)",0,167
21,"('iv0Gu1VXAgc_00137',)",0,52
21,"('iv0Gu1VXAgc_00138',)",0,147
33,"('iv0Gu1VXAgc_00139',)",0,112
33,"('iv0Gu1VXAgc_00140',)",0,113
33,"('iv0Gu1VXAgc_00141',)",0,172
33,"('iv0Gu1VXAgc_00142',)",0,120
33,"('iv0Gu1VXAgc_00143',)",0,75
33,"('iv0Gu1VXAgc_00144',)",0,143
7,"('iv0Gu1VXAgc_00145',)",0,153
7,"('iv0Gu1VXAgc_00146',)",0,91
7,"('iv0Gu1VXAgc_00147',)",0,145
21,"('iv0Gu1VXAgc_00148',)",0,95
21,"('iv0Gu1VXAgc_00149',)",0,110
21,"('iv0Gu1VXAgc_00150',)",0,132
7,"('iv0Gu1VXAgc_00151',)",0,42
7,"('iv0Gu1VXAgc_00152',)",0,57
7,"('iv0Gu1VXAgc_00153',)",0,109
7,"('iv0Gu1VXAgc_00154',)",0,39
34,"('iv0Gu1VXAgc_00155',)",0,70
34,"('iv0Gu1VXAgc_00156',)",0,74
34,"('iv0Gu1VXAgc_00157',)",0,137
8,"('iv0Gu1VXAgc_00158',)",0,217
8,"('iv0Gu1VXAgc_00159',)",0,51
8,"('iv0Gu1VXAgc_00160',)",0,102
8,"('iv0Gu1VXAgc_00161',)",0,147
27,"('iv0Gu1VXAgc_00162',)",0,70
27,"('iv0Gu1VXAgc_00163',)",0,98
27,"('iv0Gu1VXAgc_00164',)",0,143
24,"('iv0Gu1VXAgc_00165',)",0,49
24,"('iv0Gu1VXAgc_00166',)",0,52
24,"('iv0Gu1VXAgc_00167',)",0,81
24,"('iv0Gu1VXAgc_00168',)",0,152
21,"('iv0Gu1VXAgc_00169',)",0,101
21,"('iv0Gu1VXAgc_00170',)",0,92
21,"('iv0Gu1VXAgc_00171',)",0,168
21,"('iv0Gu1VXAgc_00172',)",0,48
21,"('iv0Gu1VXAgc_00173',)",0,80
21,"('iv0Gu1VXAgc_00174',)",0,145
43,"('iv0Gu1VXAgc_00175',)",0,202
33,"('iv0Gu1VXAgc_00176',)",0,44
33,"('iv0Gu1VXAgc_00177',)",0,146
33,"('iv0Gu1VXAgc_00178',)",0,78
7,"('iv0Gu1VXAgc_00179',)",0,59
7,"('iv0Gu1VXAgc_00180',)",0,99
7,"('iv0Gu1VXAgc_00181',)",0,155
24,"('iv0Gu1VXAgc_00182',)",0,51
24,"('iv0Gu1VXAgc_00183',)",0,258
24,"('iv0Gu1VXAgc_00184',)",0,105
24,"('iv0Gu1VXAgc_00185',)",0,179
33,"('iv0Gu1VXAgc_00186',)",0,49
33,"('iv0Gu1VXAgc_00187',)",0,97
33,"('iv0Gu1VXAgc_00188',)",0,100
33,"('iv0Gu1VXAgc_00189',)",0,59
27,"('iv0Gu1VXAgc_00190',)",0,116
27,"('iv0Gu1VXAgc_00191',)",0,119
27,"('iv0Gu1VXAgc_00192',)",0,149
33,"('iv0Gu1VXAgc_00193',)",0,46
33,"('iv0Gu1VXAgc_00194',)",0,136
33,"('iv0Gu1VXAgc_00195',)",0,78
8,"('iv0Gu1VXAgc_00196',)",0,161
8,"('iv0Gu1VXAgc_00197',)",0,36
8,"('iv0Gu1VXAgc_00198',)",0,107
8,"('iv0Gu1VXAgc_00199',)",0,129
21,"('iv0Gu1VXAgc_00200',)",0,65
21,"('iv0Gu1VXAgc_00201',)",0,139
21,"('iv0Gu1VXAgc_00202',)",0,99
21,"('iv0Gu1VXAgc_00203',)",0,37
21,"('iv0Gu1VXAgc_00204',)",0,103
21,"('iv0Gu1VXAgc_00205',)",0,130
43,"('iv0Gu1VXAgc_00206',)",0,285
43,"('iv0Gu1VXAgc_00207',)",0,153
43,"('iv0Gu1VXAgc_00208',)",0,71
34,"('iv0Gu1VXAgc_00209',)",0,263
34,"('iv0Gu1VXAgc_00210',)",0,109
34,"('iv0Gu1VXAgc_00211',)",0,144
7,"('iv0Gu1VXAgc_00212',)",0,52
7,"('iv0Gu1VXAgc_00213',)",0,78
7,"('iv0Gu1VXAgc_00214',)",0,122
44,"('iv0Gu1VXAgc_00215',)",0,95
8,"('iv0Gu1VXAgc_00216',)",0,78
8,"('iv0Gu1VXAgc_00217',)",0,93
8,"('iv0Gu1VXAgc_00218',)",0,118
21,"('iv0Gu1VXAgc_00219',)",0,125
21,"('iv0Gu1VXAgc_00220',)",0,132
21,"('iv0Gu1VXAgc_00221',)",0,176
33,"('iv0Gu1VXAgc_00222',)",0,66
33,"('iv0Gu1VXAgc_00223',)",0,94
33,"('iv0Gu1VXAgc_00224',)",0,119
21,"('iv0Gu1VXAgc_00225',)",0,127
21,"('iv0Gu1VXAgc_00226',)",0,133
21,"('iv0Gu1VXAgc_00227',)",0,148
24,"('iv0Gu1VXAgc_00228',)",0,83
24,"('iv0Gu1VXAgc_00229',)",0,96
24,"('iv0Gu1VXAgc_00230',)",0,104
24,"('iv0Gu1VXAgc_00231',)",0,118
24,"('iv0Gu1VXAgc_00232',)",0,151
24,"('iv0Gu1VXAgc_00233',)",0,185
34,"('iv0Gu1VXAgc_00234',)",0,110
34,"('iv0Gu1VXAgc_00235',)",0,95
34,"('iv0Gu1VXAgc_00236',)",0,147
34,"('iv0Gu1VXAgc_00237',)",0,48
34,"('iv0Gu1VXAgc_00238',)",0,85
34,"('iv0Gu1VXAgc_00239',)",0,90
34,"('iv0Gu1VXAgc_00240',)",0,158
34,"('iv0Gu1VXAgc_00241',)",0,86
44,"('iv0Gu1VXAgc_00242',)",0,76
44,"('iv0Gu1VXAgc_00243',)",0,91
44,"('iv0Gu1VXAgc_00244',)",0,148
43,"('iv0Gu1VXAgc_00245',)",0,86
43,"('iv0Gu1VXAgc_00246',)",0,91
43,"('iv0Gu1VXAgc_00247',)",0,173
43,"('iv0Gu1VXAgc_00248',)",0,94
43,"('iv0Gu1VXAgc_00249',)",0,77
43,"('iv0Gu1VXAgc_00250',)",0,125
21,"('iv0Gu1VXAgc_00251',)",0,101
21,"('iv0Gu1VXAgc_00252',)",0,172
21,"('iv0Gu1VXAgc_00253',)",0,93
26,"('iv0Gu1VXAgc_00254',)",0,97
26,"('iv0Gu1VXAgc_00255',)",0,92
26,"('iv0Gu1VXAgc_00256',)",0,155
19,"('nOlRwoxsDJ0_00000',)",0,191
19,"('nOlRwoxsDJ0_00001',)",0,213
15,"('nOlRwoxsDJ0_00002',)",0,252
15,"('nOlRwoxsDJ0_00003',)",0,245
29,"('nOlRwoxsDJ0_00004',)",0,107
29,"('nOlRwoxsDJ0_00005',)",0,237
19,"('nOlRwoxsDJ0_00006',)",0,217
19,"('nOlRwoxsDJ0_00007',)",0,223
19,"('nOlRwoxsDJ0_00008',)",0,118
19,"('nOlRwoxsDJ0_00009',)",0,234
19,"('nOlRwoxsDJ0_00010',)",0,152
19,"('nOlRwoxsDJ0_00011',)",0,228
31,"('nOlRwoxsDJ0_00012',)",0,257
31,"('nOlRwoxsDJ0_00013',)",0,192
31,"('nOlRwoxsDJ0_00014',)",0,344
